,Population,Region ID,Region Name
2810,1666,22170, Frankston
2811,157,22410, Glenelg
2816,293,24900, Moira
2818,11965,25340, Mornington Peninsula
2819,242,25430, Mount Alexander
2822,93,26080, Queenscliffe
2828,90,29499, No usual address (Vic.)
2829,160,20110, Alpine
2831,166,21010, Benalla
2835,5152,21610, Casey
2838,336,22490, Golden Plains
2840,68,22980, Hindmarsh
2841,1412,23110, Hobsons Bay
2842,195,23190, Horsham
2843,1237,23430, Kingston (Vic.)
2844,853,23810, Latrobe (Vic.)
2846,62,23940, Loddon
2847,187,24250, Mansfield
2849,271,25490, Moyne
2851,60,26670, Towong
2854,250,20110, Alpine
2855,142,20260, Ararat
2866,905,20260, Ararat
2868,583,20830, Baw Baw
2869,190,21010, Benalla
2871,1920,21110, Boroondara
2873,116,21670, Central Goldfields
2874,1286,21750, Colac Otway
2875,1705,21890, Darebin
2877,2256,22110, East Gippsland
2881,851,23110, Hobsons Bay
2882,271,23190, Horsham
2893,226,26610, Swan Hill
2897,736,20830, Baw Baw
2902,910,22830, Greater Shepparton
2908,83,24250, Mansfield
2910,1210,24410, Maroondah
2911,6306,24600, Melbourne
2912,9129,25060, Moonee Valley
2913,541,25150, Moorabool
2920,272,26490, Surf Coast
2921,268,26610, Swan Hill
2929,3910,21610, Casey
2933,134,22910, Hepburn
2934,720,24130, Macedon Ranges
2941,198,26260, Southern Grampians
2942,327,26700, Wangaratta
2943,32,26890, West Wimmera
2944,1949,27450, Yarra Ranges
2945,58,27630, Yarriambiack
2947,1226,20570, Ballarat
2950,1643,20910, Bayside (Vic.)
2952,897,21450, Cardinia
2954,9473,22670, Greater Dandenong
2955,3165,22750, Greater Geelong
2956,311,22980, Hindmarsh
2960,3590,24780, Mildura
2964,311,25990, Pyrenees
2965,291,26170, South Gippsland
2968,1384,26610, Swan Hill
2969,5191,27260, Wyndham
2970,5380,27450, Yarra Ranges
2971,32,29399, Unincorporated Vic
2975,751,20830, Baw Baw
2976,505,21450, Cardinia
2981,1702,22170, Frankston
2984,56,22980, Hindmarsh
2987,2082,23670, Knox
2988,1356,24410, Maroondah
2989,4244,24600, Melbourne
2990,775,24850, Mitchell
2998,2019,27070, Whittlesea
3005,1426,22620, Greater Bendigo
3007,193,22910, Hepburn
3010,92,24250, Mansfield
3011,826,24330, Maribyrnong
3015,1565,25340, Mornington Peninsula
3016,180,25620, Murrindindi
3017,165,25810, Northern Grampians
3020,379,26730, Warrnambool
3033,2004,25340, Mornington Peninsula
3034,296,25430, Mount Alexander
3037,397,25990, Pyrenees
3040,9298,27450, Yarra Ranges
3045,777,21010, Benalla
3046,2353,21110, Boroondara
3047,1946,21370, Campaspe
3048,1926,21450, Cardinia
3050,132,22250, Gannawarra
3051,2279,22310, Glen Eira
3059,212,26260, Southern Grampians
3063,43253,27170, Wodonga
3064,751,27350, Yarra
3066,130,20260, Ararat
3069,2277,21180, Brimbank
3070,198,22250, Gannawarra
3071,1091,22410, Glenelg
3084,118,25620, Murrindindi
3086,41,26080, Queenscliffe
3092,689,20110, Alpine
3095,1769,20660, Banyule
3100,128,23350, Indigo
3102,4675,23810, Latrobe (Vic.)
3103,85,23940, Loddon
3104,2689,24650, Melton
3110,148,25490, Moyne
3112,182,26260, Southern Grampians
3117,3401,26810, Wellington
3122,59,21270, Buloke
3126,3680,22750, Greater Geelong
3127,747,22830, Greater Shepparton
3130,1988,24330, Maribyrnong
3131,319,24900, Moira
3133,692,25710, Nillumbik
3134,62895,25710, Nillumbik
3138,4228,27070, Whittlesea
3139,29,29399, Unincorporated Vic
3141,519,20740, Bass Coast
3143,1341,22170, Frankston
3150,897,24330, Maribyrnong
3156,501,26810, Wellington
3157,59,26890, West Wimmera
3161,2049,21110, Boroondara
3163,77,21270, Buloke
3167,1410,22620, Greater Bendigo
3168,2077,22670, Greater Dandenong
3169,80,22910, Hepburn
3175,2706,24650, Melton
3177,417,24850, Mitchell
3179,1408,25060, Moonee Valley
3180,135,25490, Moyne
3184,1362,27350, Yarra
3186,2203,21110, Boroondara
3193,3787,24780, Mildura
3197,1112,26350, Stonnington
3200,505,27350, Yarra
3206,397,21370, Campaspe
3209,1383,22670, Greater Dandenong
3210,917,22830, Greater Shepparton
3211,533,24130, Macedon Ranges
3212,1793,25060, Moonee Valley
3214,8,25810, Northern Grampians
3217,340,26490, Surf Coast
3219,56,26890, West Wimmera
3225,148,20260, Ararat
3226,1366,20660, Banyule
3228,601,21370, Campaspe
3230,1360,21890, Darebin
3231,2785,21890, Darebin
3232,3122,22750, Greater Geelong
3237,2335,23430, Kingston (Vic.)
3246,60,26080, Queenscliffe
3247,450,26490, Surf Coast
3250,69,27630, Yarriambiack
3251,58,29499, No usual address (Vic.)
3260,1985,22490, Golden Plains
3262,244,22910, Hepburn
3263,1325,23110, Hobsons Bay
3269,739,24780, Mildura
3271,10866,25340, Mornington Peninsula
3273,805,26350, Stonnington
3279,102,27630, Yarriambiack
3282,484,20740, Bass Coast
3283,878,20910, Bayside (Vic.)
3285,11,21450, Cardinia
3286,602,21670, Central Goldfields
3294,371,24130, Macedon Ranges
3295,8706,24600, Melbourne
3300,727,25900, Port Phillip
3310,694,22110, East Gippsland
3313,3766,23270, Hume
3314,2946,23270, Hume
3315,2204,23670, Knox
3316,1618,24210, Manningham
3318,731,24600, Melbourne
3322,2603,25150, Moorabool
3323,1661,25250, Moreland
3325,272,25490, Moyne
3334,1080,27450, Yarra Ranges
3337,0,29799, Migratory - Offshore - Shipping (Vic.)
3339,200,20110, Alpine
3343,997,21110, Boroondara
3351,2185,23670, Knox
3353,3680,24780, Mildura
3356,251,26610, Swan Hill
3357,122,26670, Towong
3358,397,26730, Warrnambool
3360,3108,27070, Whittlesea
3363,1990,27450, Yarra Ranges
3367,888,20570, Ballarat
3368,364,20740, Bass Coast
3369,1997,21450, Cardinia
3372,10491,22310, Glen Eira
3378,9275,23670, Knox
3379,373,23940, Loddon
3381,1506,24410, Maroondah
3382,2096,24970, Monash
3388,435,26730, Warrnambool
3390,7787,26980, Whitehorse
3392,2080,27170, Wodonga
3393,185,20110, Alpine
3395,2736,21110, Boroondara
3396,54,21270, Buloke
3398,444,22110, East Gippsland
3399,493,22110, East Gippsland
3400,1839,22170, Frankston
3403,2078,23810, Latrobe (Vic.)
3410,233,25490, Moyne
3412,1043,25710, Nillumbik
3413,347,25990, Pyrenees
3415,182,26260, Southern Grampians
3426,59,21270, Buloke
3430,3947,24130, Macedon Ranges
3431,729,24780, Mildura
3433,224,25430, Mount Alexander
3438,5606,27260, Wyndham
3439,696,27350, Yarra
3440,133,29499, No usual address (Vic.)
3444,608,21010, Benalla
3445,5683,21610, Casey
3448,2354,22310, Glen Eira
3450,677,22910, Hepburn
3457,402,26700, Wangaratta
3467,1367,22620, Greater Bendigo
3468,1761,22750, Greater Geelong
3470,807,22830, Greater Shepparton
3471,227,22910, Hepburn
3472,2998,23270, Hume
3479,20,24250, Mansfield
3480,862,24330, Maribyrnong
3483,7640,25340, Mornington Peninsula
3486,498,26170, South Gippsland
3488,711,26810, Wellington
3489,2262,27070, Whittlesea
3491,87,27630, Yarriambiack
3492,74,27630, Yarriambiack
3498,254,21750, Colac Otway
3504,1023,23270, Hume
3512,575,25990, Pyrenees
3513,21,26080, Queenscliffe
3514,2223,26350, Stonnington
3519,369,22980, Hindmarsh
3521,158129,23430, Kingston (Vic.)
3529,1766,25060, Moonee Valley
3534,102,26430, Strathbogie
3540,2050,27450, Yarra Ranges
3541,38,29399, Unincorporated Vic
3542,4450,20910, Bayside (Vic.)
3543,586,21370, Campaspe
3544,434,21450, Cardinia
3547,675,22830, Greater Shepparton
3550,257,23190, Horsham
3555,151,25620, Murrindindi
3558,178,26260, Southern Grampians
3560,489,26490, Surf Coast
3561,527,26810, Wellington
3564,1734,27260, Wyndham
3567,109,20110, Alpine
3572,2524,21890, Darebin
3573,85,22250, Gannawarra
3578,791,24330, Maribyrnong
3581,162,25490, Moyne
3582,744,25710, Nillumbik
3583,1021,25710, Nillumbik
3584,977,25810, Northern Grampians
3586,76,25990, Pyrenees
3590,462,27170, Wodonga
3592,1116,27350, Yarra
3594,955,29399, Unincorporated Vic
3595,1852,20660, Banyule
3597,879,22110, East Gippsland
3602,147,24250, Mansfield
3608,247,25620, Murrindindi
3609,151,26260, Southern Grampians
3620,1552,22670, Greater Dandenong
3621,210,23350, Indigo
3623,1874,23670, Knox
3624,2854,24130, Macedon Ranges
3626,1924,24330, Maribyrnong
3627,1648,25060, Moonee Valley
3630,371,25430, Mount Alexander
3633,535,27350, Yarra
3637,1369,21180, Brimbank
3638,456,21370, Campaspe
3639,6036,21610, Casey
3640,1409,22170, Frankston
3641,1921,22310, Glen Eira
3651,300,26700, Wangaratta
3653,3321,27070, Whittlesea
3655,810,20110, Alpine
3656,116,20260, Ararat
3657,654,20830, Baw Baw
3659,150,21010, Benalla
3667,1344,22620, Greater Bendigo
3668,2970,22750, Greater Geelong
3669,913,22830, Greater Shepparton
3673,1679,23430, Kingston (Vic.)
3674,65,23430, Kingston (Vic.)
3676,11568,24650, Melton
3677,572,24850, Mitchell
3678,1698,24970, Monash
3692,121,21670, Central Goldfields
3693,106,21670, Central Goldfields
3694,109,22250, Gannawarra
3700,400,23190, Horsham
3702,159,24250, Mansfield
3704,1491,24410, Maroondah
3706,2061,25340, Mornington Peninsula
3707,119,25620, Murrindindi
3709,242,26170, South Gippsland
3715,140,29499, No usual address (Vic.)
3716,97,20110, Alpine
3724,295,23350, Indigo
3725,11394,23670, Knox
3726,1540,24210, Manningham
3728,2558,24970, Monash
3730,3660,25900, Port Phillip
3731,401,26730, Warrnambool
3734,3535,27260, Wyndham
3735,0,29799, Migratory - Offshore - Shipping (Vic.)
3736,149,21010, Benalla
3738,677,21670, Central Goldfields
3740,1146,22410, Glenelg
3742,141,23350, Indigo
3752,12153,25340, Mornington Peninsula
3754,293,26080, Queenscliffe
3755,150,26260, Southern Grampians
3756,1919,26350, Stonnington
3759,41,26890, West Wimmera
3763,749,20830, Baw Baw
3767,618,22110, East Gippsland
3768,96,22250, Gannawarra
3772,1009,22670, Greater Dandenong
3773,176,22910, Hepburn
3775,405,24850, Mitchell
3777,2508,24970, Monash
3778,9731,25250, Moreland
3781,42,26260, Southern Grampians
3785,306,26700, Wangaratta
3790,3,29399, Unincorporated Vic
3794,458,20740, Bass Coast
3797,26361,21610, Casey
3799,8338,22310, Glen Eira
3800,2067,22750, Greater Geelong
3801,214,22980, Hindmarsh
3804,1794,25430, Mount Alexander
3805,164,25620, Murrindindi
3808,951,26350, Stonnington
3811,21403,26610, Swan Hill
3815,2154,27450, Yarra Ranges
3824,1517,21890, Darebin
3826,575,22910, Hepburn
3827,4848,23810, Latrobe (Vic.)
3828,1531,24210, Manningham
3831,499,24900, Moira
3832,221,25620, Murrindindi
3836,478,26730, Warrnambool
3839,2137,27450, Yarra Ranges
3841,0,29799, Migratory - Offshore - Shipping (Vic.)
3843,1458,20660, Banyule
3847,878,21450, Cardinia
3854,1473,24410, Maroondah
3856,340,25430, Mount Alexander
3857,11948,25810, Northern Grampians
3860,504,26810, Wellington
3867,127,20110, Alpine
3870,1710,22170, Frankston
3872,1146,23270, Hume
3875,1335,24410, Maroondah
3883,526,27170, Wodonga
3884,518,20740, Bass Coast
3887,1240,21450, Cardinia
3888,1258,21450, Cardinia
3897,1673,23430, Kingston (Vic.)
3905,208,25990, Pyrenees
3907,1981,26980, Whitehorse
3912,150,21010, Benalla
3918,871,22830, Greater Shepparton
3924,2367,24650, Melton
3926,1165,25430, Mount Alexander
3937,24,26890, West Wimmera
3941,253,21010, Benalla
3944,348,21370, Campaspe
3955,77,25990, Pyrenees
3956,911,26350, Stonnington
3960,3375,27070, Whittlesea
3961,581,27170, Wodonga
3962,9,29399, Unincorporated Vic
3964,178,20260, Ararat
3968,2033,21890, Darebin
3971,7,22410, Glenelg
3975,285,22980, Hindmarsh
3976,241,23350, Indigo
3978,550,23940, Loddon
3990,148,26430, Strathbogie
3994,115,27630, Yarriambiack
3995,54,29399, Unincorporated Vic
3996,393,29499, No usual address (Vic.)
3998,50,21270, Buloke
3999,455,22110, East Gippsland
4001,309,22490, Golden Plains
4002,3687,22750, Greater Geelong
4009,1380,25340, Mornington Peninsula
4014,222,26260, Southern Grampians
4016,268,26610, Swan Hill
4017,447,26730, Warrnambool
4018,527,26810, Wellington
4019,583,26810, Wellington
4021,1915,26980, Whitehorse
4028,438,22250, Gannawarra
4029,4257,23270, Hume
4040,884,27450, Yarra Ranges
4049,1866,22170, Frankston
4053,57,22980, Hindmarsh
4055,16,24650, Melton
4058,78,26080, Queenscliffe
4059,461,26170, South Gippsland
4060,84,26670, Towong
4061,151,26890, West Wimmera
4063,1572,20660, Banyule
4067,128,21830, Corangamite
4068,846,22110, East Gippsland
4070,1091,23110, Hobsons Bay
4071,276,23190, Horsham
4072,2437,23430, Kingston (Vic.)
4073,2196,23670, Knox
4074,5152,24410, Maroondah
4075,135,25620, Murrindindi
4083,10471,21110, Boroondara
4084,2323,21180, Brimbank
4088,171,22250, Gannawarra
4093,1785,23430, Kingston (Vic.)
4095,10020,25250, Moreland
4097,76,25430, Mount Alexander
4098,910,25710, Nillumbik
4101,99,26430, Strathbogie
4103,125,20110, Alpine
4104,1439,20570, Ballarat
4111,1459,22620, Greater Bendigo
4112,1698,22670, Greater Dandenong
4113,3234,22750, Greater Geelong
4115,939,23810, Latrobe (Vic.)
4116,691,24130, Macedon Ranges
4129,382,26730, Warrnambool
4130,176,29499, No usual address (Vic.)
4136,830,22830, Greater Shepparton
4144,118,25990, Pyrenees
4146,16,26080, Queenscliffe
4147,302,26170, South Gippsland
4148,1355,26350, Stonnington
4150,406,26730, Warrnambool
4151,465,26810, Wellington
4153,0,29799, Migratory - Offshore - Shipping (Vic.)
4158,9424,21890, Darebin
4160,1833,22310, Glen Eira
4161,406,22490, Golden Plains
4162,4547,22830, Greater Shepparton
4163,251,23190, Horsham
4165,178960,24650, Melton
4172,102,27350, Yarra
4174,1967,27450, Yarra Ranges
4185,179,23350, Indigo
4186,724,24850, Mitchell
4189,5389,25900, Port Phillip
4193,75,26890, West Wimmera
4201,7832,22620, Greater Bendigo
4204,107,22980, Hindmarsh
4205,8594,23430, Kingston (Vic.)
4206,1559,24410, Maroondah
4207,25180,24600, Melbourne
4209,62,25150, Moorabool
4211,362,26170, South Gippsland
4213,550,26490, Surf Coast
4214,366,26700, Wangaratta
4215,2006,26980, Whitehorse
4216,53,27630, Yarriambiack
4217,7,29399, Unincorporated Vic
4218,111,20260, Ararat
4221,1837,21110, Boroondara
4222,577,22110, East Gippsland
4223,1773,22170, Frankston
4237,1005,26430, Strathbogie
4239,61,26670, Towong
4246,96,22250, Gannawarra
4251,1072,23190, Horsham
4252,1414,23670, Knox
4253,905,23810, Latrobe (Vic.)
4254,753,24780, Mildura
4255,294,25430, Mount Alexander
4257,186,25490, Moyne
4260,267,26260, Southern Grampians
4263,650,26810, Wellington
4264,3638,27260, Wyndham
4265,687,27350, Yarra
4269,276,21750, Colac Otway
4273,196,22410, Glenelg
4274,6832,23110, Hobsons Bay
4277,4767,23810, Latrobe (Vic.)
4278,69,23940, Loddon
4287,224,26610, Swan Hill
4288,241,26610, Swan Hill
4289,375,26700, Wangaratta
4292,145,20260, Ararat
4293,1606,21180, Brimbank
4300,40,22670, Greater Dandenong
4301,164,22910, Hepburn
4303,282,22910, Hepburn
4305,812,24600, Melbourne
4306,637,24850, Mitchell
4311,2181,26490, Surf Coast
4313,61,26670, Towong
4314,47,26670, Towong
4317,84,27630, Yarriambiack
4320,800,21010, Benalla
4321,492,22110, East Gippsland
4332,143,25990, Pyrenees
4333,1066,26350, Stonnington
4334,115,26430, Strathbogie
4336,1231,26610, Swan Hill
4340,1493,22620, Greater Bendigo
4353,1438,20570, Ballarat
4355,2217,21110, Boroondara
4357,394,21370, Campaspe
4359,187,21750, Colac Otway
4360,748,21830, Corangamite
4361,269,21830, Corangamite
4362,2919,21890, Darebin
4363,1043,22170, Frankston
4365,3849,23270, Hume
4367,46,23670, Knox
4368,68,24970, Monash
4370,351,26170, South Gippsland
4374,7052,20660, Banyule
4385,210,21750, Colac Otway
4390,2169,22310, Glen Eira
4391,1705,22410, Glenelg
4392,225,22490, Golden Plains
4393,1546,22620, Greater Bendigo
4394,1313,22910, Hepburn
4395,76,22980, Hindmarsh
4397,273,23190, Horsham
4399,411,24330, Maribyrnong
4400,4877,25250, Moreland
4401,1727,25340, Mornington Peninsula
4410,664,20830, Baw Baw
4412,3071,21180, Brimbank
4413,362,21270, Buloke
4414,56,21270, Buloke
4418,57,22310, Glen Eira
4420,274,22410, Glenelg
4423,2365,22670, Greater Dandenong
4429,188,25810, Northern Grampians
4430,118,26430, Strathbogie
4432,35,26890, West Wimmera
4436,1321,20570, Ballarat
4438,1440,21450, Cardinia
4441,3242,22750, Greater Geelong
4446,574,24600, Melbourne
4447,574,24780, Mildura
4451,213,25430, Mount Alexander
4456,172,26080, Queenscliffe
4463,199,29499, No usual address (Vic.)
4465,9,29799, Migratory - Offshore - Shipping (Vic.)
4466,1269,20910, Bayside (Vic.)
4467,2002,21110, Boroondara
4474,293,24900, Moira
4475,1413,25060, Moonee Valley
4478,94,25990, Pyrenees
4484,583,26670, Towong
4486,13278,27070, Whittlesea
4487,544,27170, Wodonga
4491,1039,20110, Alpine
4500,129,23940, Loddon
4502,1160,24600, Melbourne
4506,192,25490, Moyne
4508,14,26080, Queenscliffe
4513,8,29399, Unincorporated Vic
4514,179,29499, No usual address (Vic.)
4520,253,22490, Golden Plains
4524,342,23940, Loddon
4526,91,24250, Mansfield
4529,3507,25250, Moreland
4532,596,25710, Nillumbik
4533,281,26610, Swan Hill
4534,60,26670, Towong
4536,476,26980, Whitehorse
4539,764,20260, Ararat
4544,2022,21610, Casey
4545,186,21670, Central Goldfields
4548,1522,22620, Greater Bendigo
4551,1014,23110, Hobsons Bay
4552,784,24130, Macedon Ranges
4555,650,24600, Melbourne
4556,3746,24850, Mitchell
4557,491,25150, Moorabool
4558,1721,25340, Mornington Peninsula
4562,202,20110, Alpine
4575,4555,23110, Hobsons Bay
4577,16979,23270, Hume
4580,1612,24210, Manningham
4581,6951,24650, Melton
4584,3074,25060, Moonee Valley
4585,2354,25340, Mornington Peninsula
4586,18,26080, Queenscliffe
4587,259,26350, Stonnington
4592,1818,20660, Banyule
4593,479,20740, Bass Coast
4596,20429,23190, Horsham
4599,832,24780, Mildura
4608,303,26700, Wangaratta
4612,0,29799, Migratory - Offshore - Shipping (Vic.)
4613,1586,21110, Boroondara
4616,1490,21750, Colac Otway
4617,325,21750, Colac Otway
4624,9913,23670, Knox
4628,7339,24210, Manningham
4634,2194,25900, Port Phillip
4636,396,26730, Warrnambool
4638,492,27170, Wodonga
4643,2587,21180, Brimbank
4646,223,21670, Central Goldfields
4648,147,22830, Greater Shepparton
4651,747,24130, Macedon Ranges
4652,14168,24650, Melton
4654,379,25150, Moorabool
4659,1646,25900, Port Phillip
4662,535,26490, Surf Coast
4666,71,26890, West Wimmera
4667,2510,26980, Whitehorse
4669,511,29499, No usual address (Vic.)
4671,137,21010, Benalla
4673,286,22410, Glenelg
4674,1769,22670, Greater Dandenong
4681,106,25990, Pyrenees
4686,428,26490, Surf Coast
4688,2569,27070, Whittlesea
4689,4242,27260, Wyndham
4698,178,21830, Corangamite
4700,1487,22310, Glen Eira
4702,235,23190, Horsham
4703,906,23810, Latrobe (Vic.)
4706,103,24250, Mansfield
4707,873,24250, Mansfield
4712,106,25810, Northern Grampians
4718,1186,20660, Banyule
4720,589,20830, Baw Baw
4725,146,22250, Gannawarra
4731,1433,24410, Maroondah
4733,1278,25250, Moreland
4736,264,26170, South Gippsland
4738,355,26700, Wangaratta
4743,2447,21180, Brimbank
4755,95,25620, Murrindindi
4756,228,26610, Swan Hill
4760,6682,27260, Wyndham
4761,1210,27260, Wyndham
4762,0,29799, Migratory - Offshore - Shipping (Vic.)
4768,132,22250, Gannawarra
4770,60,22980, Hindmarsh
4772,1118,23670, Knox
4779,22,26080, Queenscliffe
4780,161,26260, Southern Grampians
4782,221,26430, Strathbogie
4785,1827,27450, Yarra Ranges
4793,1779,21450, Cardinia
4794,225,21830, Corangamite
4795,1515,22620, Greater Bendigo
4798,3110,24650, Melton
4799,13500,24970, Monash
4803,424,26430, Strathbogie
4805,45639,26810, Wellington
4808,1462,20570, Ballarat
4815,2307,22110, East Gippsland
4819,854,22830, Greater Shepparton
4822,1399,23190, Horsham
4823,217,23350, Indigo
4827,1963,24900, Moira
4828,9399,24970, Monash
4831,111,25990, Pyrenees
4832,265,26610, Swan Hill
4833,884,27070, Whittlesea
4837,13,29399, Unincorporated Vic
4839,0,29799, Migratory - Offshore - Shipping (Vic.)
4842,696,20830, Baw Baw
4847,161,22410, Glenelg
4848,743,22830, Greater Shepparton
4854,253,24130, Macedon Ranges
4856,122,25430, Mount Alexander
4859,249,26260, Southern Grampians
4863,1971,27450, Yarra Ranges
