,Population,Region ID,Region Name
12162,285,25490, Moyne
12163,972,25710, Nillumbik
12166,46,26670, Towong
12169,180,26890, West Wimmera
12171,9984,26980, Whitehorse
12173,265,20570, Ballarat
12175,23162,21610, Casey
12178,4029,22750, Greater Geelong
12183,68,24250, Mansfield
12184,1436,24410, Maroondah
12185,968,24600, Melbourne
12190,813,25620, Murrindindi
12193,385,26700, Wangaratta
12195,1521,20660, Banyule
12196,575,20740, Bass Coast
12200,909,20910, Bayside (Vic.)
12201,5620,21610, Casey
12212,216,26260, Southern Grampians
12214,70,26430, Strathbogie
12217,6556,27630, Yarriambiack
12218,0,29799, Migratory - Offshore - Shipping (Vic.)
12220,1408,20910, Bayside (Vic.)
12227,1598,23270, Hume
12228,1799,23430, Kingston (Vic.)
12233,2132,24970, Monash
12241,37694,26490, Surf Coast
12249,124,21010, Benalla
12254,1243,22170, Frankston
12258,215,23350, Indigo
12260,538,24850, Mitchell
12271,96,21270, Buloke
12276,104,22250, Gannawarra
12278,832,22830, Greater Shepparton
12281,768,24250, Mansfield
12282,323,24900, Moira
12283,386,24900, Moira
12285,412,25150, Moorabool
12286,1938,25250, Moreland
12288,69,26080, Queenscliffe
12289,67,26170, South Gippsland
12292,1452,26350, Stonnington
12293,135,26430, Strathbogie
12295,2745,26810, Wellington
12299,1662,27450, Yarra Ranges
12302,448,20740, Bass Coast
12303,3,21270, Buloke
12305,1801,22310, Glen Eira
12306,866,22830, Greater Shepparton
12308,1873,23430, Kingston (Vic.)
12314,3573,24970, Monash
12315,1587,25060, Moonee Valley
12323,732,27350, Yarra
12327,508,21370, Campaspe
12330,1789,22170, Frankston
12331,3126,22620, Greater Bendigo
12338,473,24600, Melbourne
12340,260,26260, Southern Grampians
12342,424,26730, Warrnambool
12346,794,20830, Baw Baw
12348,9982,21450, Cardinia
12351,89,22250, Gannawarra
12353,1790,22670, Greater Dandenong
12354,4084,22830, Greater Shepparton
12356,134,22910, Hepburn
12358,277,22980, Hindmarsh
12361,1579,23670, Knox
12365,1320,25060, Moonee Valley
12372,93,20110, Alpine
12375,7107,22670, Greater Dandenong
12380,2612,24970, Monash
12381,497,25150, Moorabool
12383,100,25490, Moyne
12385,160,26260, Southern Grampians
12390,42,27630, Yarriambiack
12392,1076,20910, Bayside (Vic.)
12393,153,21010, Benalla
12396,1792,22170, Frankston
12397,76,22250, Gannawarra
12411,227,25620, Murrindindi
12413,477,26170, South Gippsland
12415,398,26730, Warrnambool
12419,730,20830, Baw Baw
12422,547,21370, Campaspe
12426,1838,23670, Knox
12428,1229,24330, Maribyrnong
12429,1240,24410, Maroondah
12434,1395,25060, Moonee Valley
12435,2605,25710, Nillumbik
12437,1388,26700, Wangaratta
12438,1609,26980, Whitehorse
12439,581,27260, Wyndham
12440,1576,21450, Cardinia
12442,833,22110, East Gippsland
12443,3544,22750, Greater Geelong
12444,462,22910, Hepburn
12447,1287,24210, Manningham
12448,161,24250, Mansfield
12450,284,24850, Mitchell
12453,611,25810, Northern Grampians
12455,101,26430, Strathbogie
12457,426,26810, Wellington
12463,789,20660, Banyule
12464,511,20740, Bass Coast
12473,175,22910, Hepburn
12475,231,23350, Indigo
12476,2261,23430, Kingston (Vic.)
12480,197,25430, Mount Alexander
12482,2623,26350, Stonnington
12485,970,27350, Yarra
12490,1290,20660, Banyule
12500,476,24900, Moira
12502,1870,25060, Moonee Valley
12508,417,26700, Wangaratta
12510,46,26890, West Wimmera
12511,1619,27260, Wyndham
12512,86,27630, Yarriambiack
12517,521,21670, Central Goldfields
12519,1592,22310, Glen Eira
12522,16120,22750, Greater Geelong
12524,2065,24330, Maribyrnong
12525,1319,25490, Moyne
12531,502,26810, Wellington
12534,2065,27450, Yarra Ranges
12538,5259,21610, Casey
12541,4188,22830, Greater Shepparton
12543,1667,23270, Hume
12544,878,24130, Macedon Ranges
12545,57,24250, Mansfield
12550,128,25810, Northern Grampians
12551,195,25810, Northern Grampians
12553,540,26170, South Gippsland
12555,484,27170, Wodonga
12558,723,29499, No usual address (Vic.)
12559,194,29499, No usual address (Vic.)
12563,2601,21180, Brimbank
12566,1498,21890, Darebin
12568,1841,22310, Glen Eira
12570,2017,22750, Greater Geelong
12580,7895,25250, Moreland
12581,16197,25250, Moreland
12602,16604,22910, Hepburn
12603,1672,23430, Kingston (Vic.)
12606,1563,24210, Manningham
12607,1541,24210, Manningham
12609,665,24780, Mildura
12612,677,25710, Nillumbik
12615,200,26260, Southern Grampians
12616,238,26260, Southern Grampians
12617,486,26810, Wellington
12618,10770,27070, Whittlesea
12621,2149,21180, Brimbank
12625,979,22410, Glenelg
12627,1058,23270, Hume
12628,231,23350, Indigo
12633,344,26700, Wangaratta
12638,0,29799, Migratory - Offshore - Shipping (Vic.)
12640,1287,20570, Ballarat
12641,1308,20660, Banyule
12643,59,21270, Buloke
12645,118,21670, Central Goldfields
12646,133,21830, Corangamite
12647,137,21830, Corangamite
12648,98,22250, Gannawarra
12655,2768,24650, Melton
12664,13,29399, Unincorporated Vic
12665,332,20740, Bass Coast
12666,4080,21110, Boroondara
12667,62,21270, Buloke
12671,862,22830, Greater Shepparton
12672,824,22830, Greater Shepparton
12674,544,25150, Moorabool
12675,944,25710, Nillumbik
12676,516,25710, Nillumbik
12683,0,29799, Migratory - Offshore - Shipping (Vic.)
12685,1697,20570, Ballarat
12689,140,22250, Gannawarra
12691,171,23350, Indigo
12692,288,23350, Indigo
12694,1763,25340, Mornington Peninsula
12699,422,26730, Warrnambool
12701,577,27170, Wodonga
12702,5472,27260, Wyndham
12713,383,25150, Moorabool
12715,773,26350, Stonnington
12716,2138,26350, Stonnington
12721,1371,20660, Banyule
12725,1199,21750, Colac Otway
12727,1463,22310, Glen Eira
12734,2968,23270, Hume
12738,12607,24650, Melton
12740,168,25430, Mount Alexander
12743,304,26170, South Gippsland
12748,434,27170, Wodonga
12749,96,27630, Yarriambiack
12751,779,20260, Ararat
12758,497,24130, Macedon Ranges
12762,353,24900, Moira
12763,323,24900, Moira
12769,167,25620, Murrindindi
12772,1166,26350, Stonnington
12773,2573,26490, Surf Coast
12774,112,26670, Towong
12781,493,21370, Campaspe
12784,1214,21750, Colac Otway
12793,5477,27260, Wyndham
12794,532,27260, Wyndham
12797,373,20740, Bass Coast
12798,782,20830, Baw Baw
12802,1391,22410, Glenelg
12804,2216,22670, Greater Dandenong
12808,5754,23110, Hobsons Bay
12814,365,25150, Moorabool
12816,397,26700, Wangaratta
12820,486,27350, Yarra
12824,373,21370, Campaspe
12827,2787,21890, Darebin
12832,268,22910, Hepburn
12835,1412,24210, Manningham
12837,42,26080, Queenscliffe
12845,451,20740, Bass Coast
12848,124,21450, Cardinia
12849,105,21670, Central Goldfields
12850,314,22490, Golden Plains
12853,227,23190, Horsham
12854,1878,23670, Knox
12855,465,24130, Macedon Ranges
12856,948,24330, Maribyrnong
12858,672,24410, Maroondah
12859,715,24780, Mildura
12861,1994,25340, Mornington Peninsula
12872,48,20910, Bayside (Vic.)
12876,491,22980, Hindmarsh
12877,1428,23430, Kingston (Vic.)
12878,679,23940, Loddon
12883,7562,25900, Port Phillip
12887,1214,26610, Swan Hill
12888,743,26610, Swan Hill
12890,456,26730, Warrnambool
12891,48,26890, West Wimmera
12892,6,29399, Unincorporated Vic
12893,539,20110, Alpine
12895,8964,21110, Boroondara
12896,2155,21180, Brimbank
12900,3206,22750, Greater Geelong
12901,224,22910, Hepburn
12904,498,23810, Latrobe (Vic.)
12906,578,24850, Mitchell
12910,1514,26980, Whitehorse
12912,1857,27450, Yarra Ranges
12913,671,29499, No usual address (Vic.)
12916,101306,20910, Bayside (Vic.)
12917,201,21010, Benalla
12920,1375,21450, Cardinia
12923,105,22250, Gannawarra
12924,2235,22310, Glen Eira
12928,1456,24410, Maroondah
12930,14460,24650, Melton
12932,1297,25060, Moonee Valley
12934,303,25430, Mount Alexander
12938,657,27350, Yarra
12939,1488,20570, Ballarat
12947,1647,22670, Greater Dandenong
12952,4299,23810, Latrobe (Vic.)
12955,3188,24600, Melbourne
12957,2375,24970, Monash
12960,37632,25150, Moorabool
12963,108,25990, Pyrenees
12964,269,26170, South Gippsland
12968,77,26890, West Wimmera
12975,1547,22170, Frankston
12976,1445,22620, Greater Bendigo
12977,869,23110, Hobsons Bay
12988,375,26810, Wellington
12989,40,26890, West Wimmera
12991,960,27450, Yarra Ranges
12992,48,27630, Yarriambiack
12996,991,21890, Darebin
13002,80,23940, Loddon
13005,1294,24410, Maroondah
13007,216,25430, Mount Alexander
13008,67,25990, Pyrenees
13009,18,26080, Queenscliffe
13012,82,26730, Warrnambool
13013,1101,27350, Yarra
13015,870,20110, Alpine
13016,483,21370, Campaspe
13017,4923,21610, Casey
13018,1940,22170, Frankston
13023,975,23810, Latrobe (Vic.)
13024,562,24600, Melbourne
13026,6271,25340, Mornington Peninsula
13034,2574,26980, Whitehorse
13037,1673,20910, Bayside (Vic.)
13039,1927,21450, Cardinia
13045,2069,23670, Knox
13046,1660,23670, Knox
13049,241,25490, Moyne
13052,104,26430, Strathbogie
13053,1506,26610, Swan Hill
13058,1860,27450, Yarra Ranges
13060,712,20260, Ararat
13064,1539,21450, Cardinia
13065,2712,22670, Greater Dandenong
13067,2225,23670, Knox
13069,774,24330, Maribyrnong
13076,17,26080, Queenscliffe
13080,1929,27450, Yarra Ranges
13081,130,20110, Alpine
13082,110,20260, Ararat
13086,45,21270, Buloke
13087,408,22110, East Gippsland
13088,515,22110, East Gippsland
13094,387,23940, Loddon
13097,406,24900, Moira
13098,162,25490, Moyne
13102,659,26810, Wellington
13104,84,27630, Yarriambiack
13105,52,27630, Yarriambiack
13112,422,22110, East Gippsland
13115,68,22980, Hindmarsh
13116,258,23190, Horsham
13127,125,25810, Northern Grampians
13130,527,26490, Surf Coast
13133,11133,26980, Whitehorse
13136,654,20830, Baw Baw
13138,898,22410, Glenelg
13141,1950,23110, Hobsons Bay
13143,2341,23430, Kingston (Vic.)
13145,76,24250, Mansfield
13150,387,25990, Pyrenees
13152,255,26610, Swan Hill
13163,3745,23270, Hume
13166,389,24130, Macedon Ranges
13167,114,24250, Mansfield
13168,269,24900, Moira
13170,259,25490, Moyne
13177,14,29399, Unincorporated Vic
13178,10,29799, Migratory - Offshore - Shipping (Vic.)
13179,124,21010, Benalla
13183,904,22410, Glenelg
13185,5818,23110, Hobsons Bay
13186,3279,23270, Hume
13195,2074,26490, Surf Coast
13197,65,26670, Towong
13199,20429,27070, Whittlesea
13211,1507,22620, Greater Bendigo
13214,287,23190, Horsham
13220,1070,24410, Maroondah
13224,30,26350, Stonnington
13227,2422,27260, Wyndham
13233,11141,21110, Boroondara
13235,173,21670, Central Goldfields
13236,1285,21830, Corangamite
13237,387,22410, Glenelg
13241,1388,24330, Maribyrnong
13242,596,24850, Mitchell
13243,1587,24970, Monash
13244,2165,25150, Moorabool
13246,940,25710, Nillumbik
13247,5551,25900, Port Phillip
13248,84,26430, Strathbogie
13260,1639,21750, Colac Otway
13262,1137,22490, Golden Plains
13266,831,24600, Melbourne
13268,1268,25060, Moonee Valley
13269,198,25810, Northern Grampians
13276,1239,21010, Benalla
13284,3866,22750, Greater Geelong
13293,135,25620, Murrindindi
13294,276,25620, Murrindindi
13295,458,25900, Port Phillip
13297,50,26890, West Wimmera
13299,2925,27070, Whittlesea
13302,0,29799, Migratory - Offshore - Shipping (Vic.)
13304,909,20910, Bayside (Vic.)
13306,3743,21610, Casey
13307,266,21750, Colac Otway
13308,198,21830, Corangamite
13310,8943,22310, Glen Eira
13311,364,22490, Golden Plains
13312,1859,22620, Greater Bendigo
13314,284,22980, Hindmarsh
13316,640,24780, Mildura
13317,1542,25060, Moonee Valley
13319,538,25150, Moorabool
13324,430,26700, Wangaratta
13325,410,26730, Warrnambool
13326,8036,26980, Whitehorse
13330,693,20830, Baw Baw
13338,724,22910, Hepburn
13340,1103,24210, Manningham
13347,976,25710, Nillumbik
13348,582,25810, Northern Grampians
13364,764,22830, Greater Shepparton
13371,211,26260, Southern Grampians
13373,81,26670, Towong
13375,72,29499, No usual address (Vic.)
13376,5,29799, Migratory - Offshore - Shipping (Vic.)
13378,1550,20660, Banyule
13379,415,20740, Bass Coast
13382,744,21670, Central Goldfields
13384,220,23350, Indigo
13387,331,26170, South Gippsland
13388,5705,27260, Wyndham
13392,2406,21180, Brimbank
13393,43,21270, Buloke
13400,2116,22310, Glen Eira
13405,3171,22750, Greater Geelong
13406,834,22830, Greater Shepparton
13408,612,24130, Macedon Ranges
13409,1558,24210, Manningham
13410,672,24850, Mitchell
13414,112,25620, Murrindindi
13417,91,26670, Towong
13420,296,21750, Colac Otway
13421,803,21830, Corangamite
13423,1784,22170, Frankston
13424,292,22490, Golden Plains
13425,760,22830, Greater Shepparton
13428,1739,23270, Hume
13430,3412,24780, Mildura
13437,225,26260, Southern Grampians
13439,371,26730, Warrnambool
13446,2187,21110, Boroondara
13450,3029,22750, Greater Geelong
13451,814,22830, Greater Shepparton
13456,2020,25150, Moorabool
13457,2286,25250, Moreland
13462,104703,26350, Stonnington
13463,99,26430, Strathbogie
13467,1211,27070, Whittlesea
13468,2605,27170, Wodonga
13472,191,22250, Gannawarra
13476,262,23350, Indigo
13477,2056,23430, Kingston (Vic.)
13479,135,24250, Mansfield
13488,878,25710, Nillumbik
13489,104,25810, Northern Grampians
13490,916,26350, Stonnington
13494,503,26810, Wellington
13495,782,27350, Yarra
13497,13,29399, Unincorporated Vic
13498,100,29499, No usual address (Vic.)
13499,0,29799, Migratory - Offshore - Shipping (Vic.)
13505,161,22910, Hepburn
13509,1420,24330, Maribyrnong
13510,1350,24410, Maroondah
13512,1622,24970, Monash
13518,550,25710, Nillumbik
13524,586,26430, Strathbogie
13525,398,26700, Wangaratta
13526,441,26730, Warrnambool
13537,150,23350, Indigo
13541,234,25620, Murrindindi
13548,1231,26350, Stonnington
13552,347,26670, Towong
13554,1836,27260, Wyndham
13562,8428,23670, Knox
13563,919,23810, Latrobe (Vic.)
13564,109,24250, Mansfield
13568,195,25490, Moyne
13572,52,26670, Towong
13573,351,26730, Warrnambool
13574,598,26810, Wellington
13577,154,21010, Benalla
13580,216,21750, Colac Otway
13587,1936,22310, Glen Eira
13589,431,22830, Greater Shepparton
13590,64,22980, Hindmarsh
13595,87,26080, Queenscliffe
13597,328,26170, South Gippsland
13599,248,26610, Swan Hill
13600,169346,26980, Whitehorse
13601,624,27170, Wodonga
13602,408,27350, Yarra
13604,164,20110, Alpine
13607,1460,21610, Casey
13608,104,22250, Gannawarra
13612,4354,23270, Hume
13613,1898,23430, Kingston (Vic.)
13617,148,26430, Strathbogie
13619,387,26700, Wangaratta
13620,139,26890, West Wimmera
13621,3552,27260, Wyndham
13630,2115,22170, Frankston
13631,109,22250, Gannawarra
13637,121,25620, Murrindindi
13638,1295,25900, Port Phillip
13639,394,26170, South Gippsland
13640,978,26350, Stonnington
13649,8494,22310, Glen Eira
13650,182,22410, Glenelg
13651,352,22410, Glenelg
13652,1710,22670, Greater Dandenong
13653,3683,22750, Greater Geelong
13654,286,22910, Hepburn
13655,259,23190, Horsham
13664,584,27350, Yarra
13665,2475,27350, Yarra
13666,1971,27450, Yarra Ranges
13676,60,22980, Hindmarsh
13677,171,23350, Indigo
13678,1950,23430, Kingston (Vic.)
13683,155,26260, Southern Grampians
13684,246,26260, Southern Grampians
13686,522,26810, Wellington
13690,6207,21610, Casey
13694,1852,22490, Golden Plains
13697,1576,22910, Hepburn
13704,243,24900, Moira
13708,517,26490, Surf Coast
13711,2978,27070, Whittlesea
13715,130,20260, Ararat
13718,149,21670, Central Goldfields
13721,1591,22620, Greater Bendigo
13724,1295,23110, Hobsons Bay
13727,49,23940, Loddon
13728,1123,24210, Manningham
13733,199,25490, Moyne
13734,169,25620, Murrindindi
13743,2390,21110, Boroondara
13749,223,23190, Horsham
13750,1276,23190, Horsham
13751,3745,23270, Hume
13752,457,24900, Moira
13753,1573,25060, Moonee Valley
13763,2414,26490, Surf Coast
13765,2444,26980, Whitehorse
13766,14886,27070, Whittlesea
13769,6965,20910, Bayside (Vic.)
13771,1570,21450, Cardinia
13772,235,21830, Corangamite
13781,5312,24600, Melbourne
13786,681,25990, Pyrenees
13788,1298,26610, Swan Hill
13789,335,26610, Swan Hill
13790,274,26610, Swan Hill
13791,67,26670, Towong
13794,3098,27070, Whittlesea
13795,2069,27450, Yarra Ranges
13800,749,20740, Bass Coast
13808,313,24330, Maribyrnong
13810,1321,24970, Monash
13815,58,26890, West Wimmera
13818,21,29399, Unincorporated Vic
13819,592,20110, Alpine
13822,854,20910, Bayside (Vic.)
13824,1298,21450, Cardinia
13825,657,22110, East Gippsland
13829,588,24330, Maribyrnong
13830,1526,24410, Maroondah
13831,2337,24970, Monash
13832,1345,25060, Moonee Valley
13840,318,26490, Surf Coast
13848,409,20830, Baw Baw
13850,26322,21610, Casey
13852,1423,22620, Greater Bendigo
13853,1025,23670, Knox
13857,2048,24330, Maribyrnong
13862,217,20110, Alpine
13864,6927,20570, Ballarat
13869,2839,22670, Greater Dandenong
13874,644,25810, Northern Grampians
13875,117,26430, Strathbogie
13878,207,20110, Alpine
13881,1514,20910, Bayside (Vic.)
13882,721,21010, Benalla
13885,105,21670, Central Goldfields
13887,809,21890, Darebin
13889,106,22250, Gannawarra
13890,144,22490, Golden Plains
13891,100,22490, Golden Plains
13892,1430,22620, Greater Bendigo
13896,1120,23110, Hobsons Bay
13901,626,24850, Mitchell
13905,22,26080, Queenscliffe
13906,394,26170, South Gippsland
13911,508,26810, Wellington
13913,1293,27350, Yarra
13914,1816,27450, Yarra Ranges
13926,3354,24650, Melton
13930,11335,25340, Mornington Peninsula
13931,182,25490, Moyne
13938,122,27630, Yarriambiack
13944,503,22110, East Gippsland
13945,93,22910, Hepburn
13952,340,25430, Mount Alexander
13954,21,26080, Queenscliffe
13955,283,26170, South Gippsland
13958,745,26350, Stonnington
13960,32,26890, West Wimmera
13964,392,21370, Campaspe
13971,114,23940, Loddon
13972,3123,24130, Macedon Ranges
13975,4930,24600, Melbourne
13977,2108,25250, Moreland
13979,154,25490, Moyne
13982,62,26670, Towong
13983,315,26730, Warrnambool
13986,15713,21180, Brimbank
13987,73,21270, Buloke
13989,1587,21890, Darebin
13992,1509,22670, Greater Dandenong
13993,942,22830, Greater Shepparton
13999,836,25250, Moreland
14002,235,26700, Wangaratta
14007,103,20260, Ararat
14008,1327,20570, Ballarat
14009,1410,20660, Banyule
14012,350,21370, Campaspe
14016,3741,22750, Greater Geelong
14018,311,22910, Hepburn
14020,963,23810, Latrobe (Vic.)
14022,1277,24650, Melton
14024,440,24780, Mildura
14026,2094,25340, Mornington Peninsula
14028,57,26080, Queenscliffe
14029,153,26260, Southern Grampians
14032,59,27630, Yarriambiack
14033,680,20830, Baw Baw
14037,1294,22170, Frankston
14039,268,22980, Hindmarsh
14041,1380,24410, Maroondah
14044,727,25900, Port Phillip
14045,58,25990, Pyrenees
14052,125,20260, Ararat
14054,447,21370, Campaspe
14055,2481,21610, Casey
14060,2248,22670, Greater Dandenong
14061,3084,22750, Greater Geelong
14062,72,22980, Hindmarsh
14065,2224,23670, Knox
14066,4412,23810, Latrobe (Vic.)
14069,121,25430, Mount Alexander
14072,431,26730, Warrnambool
14075,15,29399, Unincorporated Vic
14083,2021,21890, Darebin
14084,1587,22170, Frankston
14085,323,22410, Glenelg
14088,1043,23110, Hobsons Bay
14092,1443,24210, Manningham
14098,1558,25340, Mornington Peninsula
14101,3907,25710, Nillumbik
14102,1949,25900, Port Phillip
14104,168,26260, Southern Grampians
14108,3494,27070, Whittlesea
14109,1931,27070, Whittlesea
14112,0,29799, Migratory - Offshore - Shipping (Vic.)
14116,345,21270, Buloke
14118,159,21830, Corangamite
14124,7084,24210, Manningham
14130,469,25150, Moorabool
14131,2115,25340, Mornington Peninsula
14135,221,26260, Southern Grampians
14140,2009,26700, Wangaratta
14144,1476,21450, Cardinia
14146,174,21830, Corangamite
14150,3838,22830, Greater Shepparton
14151,69,22980, Hindmarsh
14152,1837,23670, Knox
14160,7671,25990, Pyrenees
14162,518,26170, South Gippsland
14167,440,20740, Bass Coast
14168,711,20830, Baw Baw
14179,506,24130, Macedon Ranges
14183,3735,25250, Moreland
14184,475,26730, Warrnambool
14185,3888,27260, Wyndham
14186,3780,27260, Wyndham
14188,7385,20660, Banyule
14192,7110,21610, Casey
14193,202,21750, Colac Otway
14194,7378,21890, Darebin
14197,161,22910, Hepburn
14201,419,24780, Mildura
14203,178,25620, Murrindindi
14206,4609,26350, Stonnington
14211,26099,27260, Wyndham
14214,527,27630, Yarriambiack
14215,98,29499, No usual address (Vic.)
14217,1697,20660, Banyule
14218,299,21750, Colac Otway
14221,3301,22750, Greater Geelong
14223,553,24130, Macedon Ranges
14229,190,25810, Northern Grampians
14230,132,25810, Northern Grampians
14232,951,26170, South Gippsland
14237,108,20260, Ararat
14242,207,21670, Central Goldfields
14243,265,21750, Colac Otway
14246,2267,23430, Kingston (Vic.)
14247,125,23940, Loddon
14249,1359,24600, Melbourne
14250,688,24780, Mildura
14251,386,25150, Moorabool
14254,11,26080, Queenscliffe
14257,539,27170, Wodonga
14258,22298,27260, Wyndham
14266,521,22250, Gannawarra
14273,5103,25060, Moonee Valley
14275,156,26260, Southern Grampians
14276,113,26430, Strathbogie
14278,543,26810, Wellington
14279,3198,26980, Whitehorse
14283,10,29399, Unincorporated Vic
14289,211,22410, Glenelg
14293,236,23350, Indigo
14295,1671,23670, Knox
14297,4255,24600, Melbourne
14298,993,24600, Melbourne
14300,742,24780, Mildura
14302,211,25490, Moyne
14310,1928,21110, Boroondara
14315,1260,22310, Glen Eira
14320,1222,22670, Greater Dandenong
14322,62,22980, Hindmarsh
14325,1892,23670, Knox
14329,261,24900, Moira
14332,877,25710, Nillumbik
14335,96,26430, Strathbogie
14344,1054,24330, Maribyrnong
14348,994,25710, Nillumbik
14353,2583,26810, Wellington
14355,311,27630, Yarriambiack
14357,455,21270, Buloke
14358,254,22490, Golden Plains
14359,3822,23270, Hume
14367,432,25150, Moorabool
14371,251,26700, Wangaratta
14374,536,27170, Wodonga
14376,0,29799, Migratory - Offshore - Shipping (Vic.)
14379,9226,20660, Banyule
14381,73,21270, Buloke
14383,1828,21450, Cardinia
14387,468,22310, Glen Eira
14388,1453,22620, Greater Bendigo
14389,72,22980, Hindmarsh
14394,379,24900, Moira
14396,955,25060, Moonee Valley
14400,66,26670, Towong
14405,876,27350, Yarra
14409,1417,20660, Banyule
14411,169,21010, Benalla
14416,1109,23110, Hobsons Bay
14419,183,24250, Mansfield
14420,632,24780, Mildura
14422,68,25990, Pyrenees
14423,2526,26350, Stonnington
14432,871,22110, East Gippsland
14433,2090,22170, Frankston
14435,1498,23110, Hobsons Bay
14436,721,24130, Macedon Ranges
14442,102,25810, Northern Grampians
14443,199,25810, Northern Grampians
14447,482,26490, Surf Coast
14448,299,26700, Wangaratta
14450,113,27630, Yarriambiack
14453,207,21670, Central Goldfields
14455,947,22830, Greater Shepparton
14456,129,22910, Hepburn
14460,10510,23430, Kingston (Vic.)
14465,2655,24970, Monash
14468,263,25490, Moyne
14470,540,26490, Surf Coast
14472,2548,27070, Whittlesea
14474,138,29499, No usual address (Vic.)
14476,716,20830, Baw Baw
14483,3439,21890, Darebin
14484,1812,22310, Glen Eira
14486,7017,22620, Greater Bendigo
14488,15,23270, Hume
14492,86,24250, Mansfield
14498,2332,25340, Mornington Peninsula
14499,168,25490, Moyne
14501,21,26080, Queenscliffe
14507,2033,27450, Yarra Ranges
14509,85,20260, Ararat
14510,6826,20570, Ballarat
14512,907,20910, Bayside (Vic.)
14513,9344,21450, Cardinia
14518,50,22980, Hindmarsh
14524,1284,24410, Maroondah
14525,4845,24600, Melbourne
14539,7827,22170, Frankston
14540,83,22250, Gannawarra
14550,528,24850, Mitchell
14552,1072,25490, Moyne
14556,1786,26170, South Gippsland
14557,137,26430, Strathbogie
14559,68,26890, West Wimmera
14563,118,21270, Buloke
14564,931,21450, Cardinia
14565,5504,21610, Casey
14567,1474,22620, Greater Bendigo
14572,3624,24130, Macedon Ranges
14579,1209,25900, Port Phillip
14580,142,25990, Pyrenees
14583,1775,26700, Wangaratta
14584,3313,27070, Whittlesea
14586,1027,27350, Yarra
14587,11,27350, Yarra
14590,125,20260, Ararat
14593,141,21010, Benalla
14594,2485,21110, Boroondara
14596,967,22170, Frankston
14598,3225,22750, Greater Geelong
14601,96,25990, Pyrenees
14608,1374,20660, Banyule
14610,395,20830, Baw Baw
14611,535,21370, Campaspe
14614,1770,22170, Frankston
14615,7120,22620, Greater Bendigo
14616,1769,23430, Kingston (Vic.)
14618,6686,24330, Maribyrnong
14619,2101,24970, Monash
14623,95,25990, Pyrenees
14624,209,26170, South Gippsland
14635,2681,21890, Darebin
14638,220,23350, Indigo
14639,1030,23810, Latrobe (Vic.)
14640,1061,23810, Latrobe (Vic.)
14641,1802,24410, Maroondah
14644,1964,25340, Mornington Peninsula
14646,122,25990, Pyrenees
14652,132,20110, Alpine
14656,1516,21450, Cardinia
14658,2108,21890, Darebin
14659,1800,22170, Frankston
14660,1731,22170, Frankston
14665,997,23810, Latrobe (Vic.)
14669,139,25620, Murrindindi
14674,203,26890, West Wimmera
14675,53,26890, West Wimmera
14676,59,27630, Yarriambiack
14677,46,27630, Yarriambiack
14682,27841,21610, Casey
14688,85209,24330, Maribyrnong
14696,556,26430, Strathbogie
14697,224,26610, Swan Hill
14699,418,26730, Warrnambool
14700,69,26890, West Wimmera
14701,2491,27070, Whittlesea
14704,0,29799, Migratory - Offshore - Shipping (Vic.)
14709,617,22250, Gannawarra
14714,117,23350, Indigo
14717,773,24330, Maribyrnong
14722,198,26430, Strathbogie
14724,288,26610, Swan Hill
14725,248,26610, Swan Hill
14727,510,27170, Wodonga
14729,24,29499, No usual address (Vic.)
14730,127,20260, Ararat
14734,210,22410, Glenelg
14736,186,23350, Indigo
14738,774,24130, Macedon Ranges
14741,378,24900, Moira
14742,129,25620, Murrindindi
14750,3432,20830, Baw Baw
14758,51,22980, Hindmarsh
14759,289,23190, Horsham
14761,236,23350, Indigo
14763,982,23810, Latrobe (Vic.)
14765,623,24780, Mildura
14767,2355,25340, Mornington Peninsula
14768,296,25430, Mount Alexander
14772,3457,27070, Whittlesea
14774,77,29499, No usual address (Vic.)
14776,104,20110, Alpine
14782,2902,22750, Greater Geelong
14785,1166,23190, Horsham
14787,1222,23430, Kingston (Vic.)
14790,243,24250, Mansfield
14791,2996,24970, Monash
14796,195,29499, No usual address (Vic.)
14801,140,21010, Benalla
14803,104,21670, Central Goldfields
14805,253,21750, Colac Otway
14806,416,21750, Colac Otway
14807,2423,21890, Darebin
14809,178,22410, Glenelg
14810,289,23190, Horsham
14812,87,24250, Mansfield
14813,434,24330, Maribyrnong
14816,1654,25060, Moonee Valley
14819,108,25990, Pyrenees
14832,415,20740, Bass Coast
14836,1744,21450, Cardinia
14837,8258,21890, Darebin
14839,1487,22620, Greater Bendigo
14841,806,23190, Horsham
14846,492,25150, Moorabool
14850,118,25810, Northern Grampians
14854,294,26700, Wangaratta
14858,64,29499, No usual address (Vic.)
14859,2228,21110, Boroondara
14864,1735,24210, Manningham
14867,283,24900, Moira
14869,136,25490, Moyne
14870,994,27070, Whittlesea
14872,0,29799, Migratory - Offshore - Shipping (Vic.)
14874,5631,20910, Bayside (Vic.)
14875,100,21670, Central Goldfields
14877,1532,22620, Greater Bendigo
14882,235,23190, Horsham
14887,788,24780, Mildura
14890,1415,25250, Moreland
14891,185,25430, Mount Alexander
14893,325,26700, Wangaratta
14894,389,27170, Wodonga
14909,1232,24600, Melbourne
14910,668,24780, Mildura
14911,49460,24850, Mitchell
14915,723,25900, Port Phillip
14937,1506,24210, Manningham
